_id,,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
{'$oid': '65ec3b91dfac9a2248e12c23'},249,Angola,Cassava,1996,48077,1010,40.0,24.11
{'$oid': '65ec3b91dfac9a2248e12c24'},250,Angola,Maize,1996,6993,1010,40.0,24.11
{'$oid': '65ec3b91dfac9a2248e12c25'},251,Angola,Potatoes,1996,70000,1010,40.0,24.11
{'$oid': '65ec3b91dfac9a2248e12c26'},252,Angola,"Rice, paddy",1996,17500,1010,40.0,24.11
{'$oid': '65ec3b91dfac9a2248e12c27'},253,Angola,Sweet potatoes,1996,85455,1010,40.0,24.11
{'$oid': '65ec3b91dfac9a2248e12c28'},254,Angola,Wheat,1996,13738,1010,40.0,24.11
{'$oid': '65ec3b91dfac9a2248e12c29'},255,Angola,Cassava,1997,44205,1010,40.0,24.06
{'$oid': '65ec3b91dfac9a2248e12c2a'},256,Angola,Maize,1997,5959,1010,40.0,24.06
{'$oid': '65ec3b91dfac9a2248e12c2b'},257,Angola,Potatoes,1997,68571,1010,40.0,24.06
{'$oid': '65ec3b91dfac9a2248e12c2c'},258,Angola,"Rice, paddy",1997,20000,1010,40.0,24.06
{'$oid': '65ec3b91dfac9a2248e12c2d'},259,Angola,Sweet potatoes,1997,78098,1010,40.0,24.06
{'$oid': '65ec3b91dfac9a2248e12c2e'},260,Angola,Wheat,1997,15509,1010,40.0,24.06
{'$oid': '65ec3b91dfac9a2248e12c2f'},261,Angola,Cassava,1998,55728,1010,40.0,24.96
{'$oid': '65ec3b91dfac9a2248e12c30'},262,Angola,Maize,1998,7396,1010,40.0,24.96
{'$oid': '65ec3b91dfac9a2248e12c31'},263,Angola,Potatoes,1998,62724,1010,40.0,24.96
{'$oid': '65ec3b91dfac9a2248e12c32'},264,Angola,"Rice, paddy",1998,20000,1010,40.0,24.96
{'$oid': '65ec3b91dfac9a2248e12c33'},265,Angola,Sweet potatoes,1998,76256,1010,40.0,24.96
{'$oid': '65ec3b91dfac9a2248e12c34'},266,Angola,Wheat,1998,17143,1010,40.0,24.96
{'$oid': '65ec3b91dfac9a2248e12c35'},267,Angola,Cassava,1999,59821,1010,40.0,24.37
{'$oid': '65ec3b91dfac9a2248e12c36'},268,Angola,Maize,1999,6361,1010,40.0,24.37
{'$oid': '65ec3b91dfac9a2248e12c37'},269,Angola,Potatoes,1999,54597,1010,40.0,24.37
{'$oid': '65ec3b91dfac9a2248e12c38'},270,Angola,"Rice, paddy",1999,14235,1010,40.0,24.37
{'$oid': '65ec3b91dfac9a2248e12c39'},271,Angola,Sweet potatoes,1999,82865,1010,40.0,24.37
{'$oid': '65ec3b91dfac9a2248e12c3a'},272,Angola,Wheat,1999,17391,1010,40.0,24.37
{'$oid': '65ec3b91dfac9a2248e12c3b'},273,Angola,Cassava,2000,82992,1010,40.0,24.41
{'$oid': '65ec3b91dfac9a2248e12c3c'},274,Angola,Maize,2000,5745,1010,40.0,24.41
{'$oid': '65ec3b91dfac9a2248e12c3d'},275,Angola,Potatoes,2000,29885,1010,40.0,24.41
{'$oid': '65ec3b91dfac9a2248e12c3e'},276,Angola,"Rice, paddy",2000,13454,1010,40.0,24.41
{'$oid': '65ec3b91dfac9a2248e12c3f'},277,Angola,Sorghum,2000,3333,1010,40.0,24.41
{'$oid': '65ec3b91dfac9a2248e12c40'},278,Angola,Soybeans,2000,2333,1010,40.0,24.41
{'$oid': '65ec3b91dfac9a2248e12c41'},279,Angola,Sweet potatoes,2000,34938,1010,40.0,24.41
{'$oid': '65ec3b91dfac9a2248e12c42'},280,Angola,Wheat,2000,17023,1010,40.0,24.41
{'$oid': '65ec3b91dfac9a2248e12c43'},281,Angola,Cassava,2001,94072,1010,40.0,24.43
{'$oid': '65ec3b91dfac9a2248e12c44'},282,Angola,Maize,2001,5754,1010,40.0,24.43
{'$oid': '65ec3b91dfac9a2248e12c45'},283,Angola,Potatoes,2001,42552,1010,40.0,24.43
{'$oid': '65ec3b91dfac9a2248e12c46'},284,Angola,"Rice, paddy",2001,13701,1010,40.0,24.43
{'$oid': '65ec3b91dfac9a2248e12c47'},285,Angola,Sorghum,2001,3571,1010,40.0,24.43
{'$oid': '65ec3b91dfac9a2248e12c48'},286,Angola,Soybeans,2001,2500,1010,40.0,24.43
{'$oid': '65ec3b91dfac9a2248e12c49'},287,Angola,Sweet potatoes,2001,44458,1010,40.0,24.43
{'$oid': '65ec3b91dfac9a2248e12c4a'},288,Angola,Wheat,2001,16667,1010,40.0,24.43
{'$oid': '65ec3b91dfac9a2248e12c4b'},289,Angola,Cassava,2002,110071,1010,40.0,24.79
{'$oid': '65ec3b91dfac9a2248e12c4c'},290,Angola,Maize,2002,6706,1010,40.0,24.79
{'$oid': '65ec3b91dfac9a2248e12c4d'},291,Angola,Potatoes,2002,42754,1010,40.0,24.79
{'$oid': '65ec3b91dfac9a2248e12c4e'},292,Angola,"Rice, paddy",2002,13198,1010,40.0,24.79
{'$oid': '65ec3b91dfac9a2248e12c4f'},293,Angola,Sorghum,2002,3400,1010,40.0,24.79
{'$oid': '65ec3b91dfac9a2248e12c50'},294,Angola,Soybeans,2002,2857,1010,40.0,24.79
{'$oid': '65ec3b91dfac9a2248e12c51'},295,Angola,Sweet potatoes,2002,42190,1010,40.0,24.79
{'$oid': '65ec3b91dfac9a2248e12c52'},296,Angola,Wheat,2002,15455,1010,40.0,24.79
{'$oid': '65ec3b91dfac9a2248e12c53'},297,Angola,Cassava,2004,125605,1010,40.0,24.22
{'$oid': '65ec3b91dfac9a2248e12c54'},298,Angola,Maize,2004,5404,1010,40.0,24.22
{'$oid': '65ec3b91dfac9a2248e12c55'},299,Angola,Potatoes,2004,20150,1010,40.0,24.22
{'$oid': '65ec3b91dfac9a2248e12c56'},300,Angola,"Rice, paddy",2004,11584,1010,40.0,24.22
{'$oid': '65ec3b91dfac9a2248e12c57'},301,Angola,Sorghum,2004,3333,1010,40.0,24.22
{'$oid': '65ec3b91dfac9a2248e12c58'},302,Angola,Soybeans,2004,3600,1010,40.0,24.22
{'$oid': '65ec3b91dfac9a2248e12c59'},303,Angola,Sweet potatoes,2004,45360,1010,40.0,24.22
{'$oid': '65ec3b91dfac9a2248e12c5a'},304,Angola,Wheat,2004,12442,1010,40.0,24.22
{'$oid': '65ec3b91dfac9a2248e12c5b'},305,Angola,Cassava,2005,117628,1010,40.0,24.41
{'$oid': '65ec3b91dfac9a2248e12c5c'},306,Angola,Maize,2005,6736,1010,40.0,24.41
{'$oid': '65ec3b91dfac9a2248e12c5d'},307,Angola,Potatoes,2005,23646,1010,40.0,24.41
{'$oid': '65ec3b91dfac9a2248e12c5e'},308,Angola,"Rice, paddy",2005,6977,1010,40.0,24.41
{'$oid': '65ec3b91dfac9a2248e12c5f'},309,Angola,Sorghum,2005,3333,1010,40.0,24.41
{'$oid': '65ec3b91dfac9a2248e12c60'},310,Angola,Soybeans,2005,3793,1010,40.0,24.41
{'$oid': '65ec3b91dfac9a2248e12c61'},311,Angola,Sweet potatoes,2005,46159,1010,40.0,24.41
{'$oid': '65ec3b91dfac9a2248e12c62'},312,Angola,Wheat,2005,10946,1010,40.0,24.41
{'$oid': '65ec3b91dfac9a2248e12c63'},313,Angola,Cassava,2006,117201,1010,40.0,24.14
{'$oid': '65ec3b91dfac9a2248e12c64'},314,Angola,Maize,2006,4687,1010,40.0,24.14
{'$oid': '65ec3b91dfac9a2248e12c65'},315,Angola,Potatoes,2006,52148,1010,40.0,24.14
{'$oid': '65ec3b91dfac9a2248e12c66'},316,Angola,"Rice, paddy",2006,4947,1010,40.0,24.14
{'$oid': '65ec3b91dfac9a2248e12c67'},317,Angola,Sorghum,2006,4091,1010,40.0,24.14
{'$oid': '65ec3b91dfac9a2248e12c68'},318,Angola,Soybeans,2006,4286,1010,40.0,24.14
{'$oid': '65ec3b91dfac9a2248e12c69'},319,Angola,Sweet potatoes,2006,44240,1010,40.0,24.14
{'$oid': '65ec3b91dfac9a2248e12c6a'},320,Angola,Wheat,2006,10000,1010,40.0,24.14
{'$oid': '65ec3b91dfac9a2248e12c6b'},321,Angola,Cassava,2007,115387,1010,40.0,24.24
{'$oid': '65ec3b91dfac9a2248e12c6c'},322,Angola,Maize,2007,5091,1010,40.0,24.24
{'$oid': '65ec3b91dfac9a2248e12c6d'},323,Angola,Potatoes,2007,62138,1010,40.0,24.24
{'$oid': '65ec3b91dfac9a2248e12c6e'},324,Angola,"Rice, paddy",2007,5143,1010,40.0,24.24
{'$oid': '65ec3b91dfac9a2248e12c6f'},325,Angola,Sorghum,2007,4031,1010,40.0,24.24
{'$oid': '65ec3b91dfac9a2248e12c70'},326,Angola,Soybeans,2007,6883,1010,40.0,24.24
{'$oid': '65ec3b91dfac9a2248e12c71'},327,Angola,Sweet potatoes,2007,58855,1010,40.0,24.24
{'$oid': '65ec3b91dfac9a2248e12c72'},328,Angola,Wheat,2007,10000,1010,40.0,24.24
{'$oid': '65ec3b91dfac9a2248e12c73'},329,Angola,Cassava,2008,148084,1010,40.0,24.27
{'$oid': '65ec3b91dfac9a2248e12c74'},330,Angola,Maize,2008,7946,1010,40.0,24.27
{'$oid': '65ec3b91dfac9a2248e12c75'},331,Angola,Potatoes,2008,85085,1010,40.0,24.27
{'$oid': '65ec3b91dfac9a2248e12c76'},332,Angola,"Rice, paddy",2008,5084,1010,40.0,24.27
{'$oid': '65ec3b91dfac9a2248e12c77'},333,Angola,Sorghum,2008,929,1010,40.0,24.27
{'$oid': '65ec3b91dfac9a2248e12c78'},334,Angola,Soybeans,2008,8575,1010,40.0,24.27
{'$oid': '65ec3b91dfac9a2248e12c79'},335,Angola,Sweet potatoes,2008,65437,1010,40.0,24.27
{'$oid': '65ec3b91dfac9a2248e12c7a'},336,Angola,Wheat,2008,10000,1010,40.0,24.27
{'$oid': '65ec3b91dfac9a2248e12c7b'},337,Angola,Cassava,2009,151759,1010,40.0,24.33
{'$oid': '65ec3b91dfac9a2248e12c7c'},338,Angola,Maize,2009,6614,1010,40.0,24.33
{'$oid': '65ec3b91dfac9a2248e12c7d'},339,Angola,Potatoes,2009,86509,1010,40.0,24.33
{'$oid': '65ec3b91dfac9a2248e12c7e'},340,Angola,"Rice, paddy",2009,6028,1010,40.0,24.33
{'$oid': '65ec3b91dfac9a2248e12c7f'},341,Angola,Sorghum,2009,2480,1010,40.0,24.33
{'$oid': '65ec3b91dfac9a2248e12c80'},342,Angola,Soybeans,2009,4449,1010,40.0,24.33
{'$oid': '65ec3b91dfac9a2248e12c81'},343,Angola,Sweet potatoes,2009,66475,1010,40.0,24.33
{'$oid': '65ec3b91dfac9a2248e12c82'},344,Angola,Wheat,2009,10000,1010,40.0,24.33
{'$oid': '65ec3b91dfac9a2248e12c83'},345,Angola,Cassava,2010,155782,1010,40.0,24.44
{'$oid': '65ec3b91dfac9a2248e12c84'},346,Angola,Maize,2010,7200,1010,40.0,24.44
{'$oid': '65ec3b91dfac9a2248e12c85'},347,Angola,Potatoes,2010,87425,1010,40.0,24.44
{'$oid': '65ec3b91dfac9a2248e12c86'},348,Angola,"Rice, paddy",2010,7403,1010,40.0,24.44
{'$oid': '65ec3b91dfac9a2248e12c87'},349,Angola,Sorghum,2010,2814,1010,40.0,24.44
{'$oid': '65ec3b91dfac9a2248e12c88'},350,Angola,Soybeans,2010,4446,1010,40.0,24.44
{'$oid': '65ec3b91dfac9a2248e12c89'},351,Angola,Sweet potatoes,2010,63001,1010,40.0,24.44
{'$oid': '65ec3b91dfac9a2248e12c8a'},352,Angola,Wheat,2010,10526,1010,40.0,24.44
{'$oid': '65ec3b91dfac9a2248e12c8b'},353,Angola,Cassava,2011,133649,1010,40.0,24.15
{'$oid': '65ec3b91dfac9a2248e12c8c'},354,Angola,Maize,2011,7376,1010,40.0,24.15
{'$oid': '65ec3b91dfac9a2248e12c8d'},355,Angola,Potatoes,2011,81366,1010,40.0,24.15
{'$oid': '65ec3b91dfac9a2248e12c8e'},356,Angola,"Rice, paddy",2011,8914,1010,40.0,24.15
{'$oid': '65ec3b91dfac9a2248e12c8f'},357,Angola,Sorghum,2011,3320,1010,40.0,24.15
{'$oid': '65ec3b91dfac9a2248e12c90'},358,Angola,Soybeans,2011,5294,1010,40.0,24.15
{'$oid': '65ec3b91dfac9a2248e12c91'},359,Angola,Sweet potatoes,2011,65512,1010,40.0,24.15
{'$oid': '65ec3b91dfac9a2248e12c92'},360,Angola,Wheat,2011,10959,1010,40.0,24.15
{'$oid': '65ec3b91dfac9a2248e12c93'},361,Angola,Cassava,2012,100073,1010,40.0,24.24
{'$oid': '65ec3b91dfac9a2248e12c94'},362,Angola,Maize,2012,7770,1010,40.0,24.24
{'$oid': '65ec3b91dfac9a2248e12c95'},363,Angola,Potatoes,2012,69381,1010,40.0,24.24
{'$oid': '65ec3b91dfac9a2248e12c96'},364,Angola,"Rice, paddy",2012,7703,1010,40.0,24.24
{'$oid': '65ec3b91dfac9a2248e12c97'},365,Angola,Sorghum,2012,998,1010,40.0,24.24
{'$oid': '65ec3b91dfac9a2248e12c98'},366,Angola,Soybeans,2012,1641,1010,40.0,24.24
{'$oid': '65ec3b91dfac9a2248e12c99'},367,Angola,Sweet potatoes,2012,52954,1010,40.0,24.24
{'$oid': '65ec3b91dfac9a2248e12c9a'},368,Angola,Wheat,2012,11258,1010,40.0,24.24
{'$oid': '65ec3b91dfac9a2248e12c9b'},369,Angola,Cassava,2013,140517,1010,40.0,24.55
{'$oid': '65ec3b91dfac9a2248e12c9c'},370,Angola,Maize,2013,9467,1010,40.0,24.55
{'$oid': '65ec3b91dfac9a2248e12c9d'},371,Angola,Potatoes,2013,63303,1010,40.0,24.55
{'$oid': '65ec3b91dfac9a2248e12c9e'},372,Angola,"Rice, paddy",2013,12744,1010,40.0,24.55
{'$oid': '65ec3b91dfac9a2248e12c9f'},373,Angola,Sorghum,2013,2415,1010,40.0,24.55
{'$oid': '65ec3b91dfac9a2248e12ca0'},374,Angola,Soybeans,2013,4405,1010,40.0,24.55
{'$oid': '65ec3b91dfac9a2248e12ca1'},375,Angola,Sweet potatoes,2013,73409,1010,40.0,24.55
{'$oid': '65ec3b91dfac9a2248e12ca2'},376,Angola,Wheat,2013,9022,1010,40.0,24.55
{'$oid': '65ec3b91dfac9a2248e12ca3'},377,Argentina,Cassava,1990,100000,591,26156.0,17.46
{'$oid': '65ec3b91dfac9a2248e12ca4'},378,Argentina,Cassava,1990,100000,591,26156.0,17.67
{'$oid': '65ec3b91dfac9a2248e12ca5'},379,Argentina,Maize,1990,34608,591,26156.0,17.46
{'$oid': '65ec3b91dfac9a2248e12ca6'},380,Argentina,Maize,1990,34608,591,26156.0,17.67
{'$oid': '65ec3b91dfac9a2248e12ca7'},381,Argentina,Potatoes,1990,202747,591,26156.0,17.46
{'$oid': '65ec3b91dfac9a2248e12ca8'},382,Argentina,Potatoes,1990,202747,591,26156.0,17.67
{'$oid': '65ec3b91dfac9a2248e12ca9'},383,Argentina,"Rice, paddy",1990,36709,591,26156.0,17.46
{'$oid': '65ec3b91dfac9a2248e12caa'},384,Argentina,"Rice, paddy",1990,36709,591,26156.0,17.67
{'$oid': '65ec3b91dfac9a2248e12cab'},385,Argentina,Sorghum,1990,28116,591,26156.0,17.46
{'$oid': '65ec3b91dfac9a2248e12cac'},386,Argentina,Sorghum,1990,28116,591,26156.0,17.67
{'$oid': '65ec3b91dfac9a2248e12cad'},387,Argentina,Soybeans,1990,21566,591,26156.0,17.46
{'$oid': '65ec3b91dfac9a2248e12cae'},388,Argentina,Soybeans,1990,21566,591,26156.0,17.67
{'$oid': '65ec3b91dfac9a2248e12caf'},389,Argentina,Sweet potatoes,1990,131864,591,26156.0,17.46
{'$oid': '65ec3b91dfac9a2248e12cb0'},390,Argentina,Sweet potatoes,1990,131864,591,26156.0,17.67
{'$oid': '65ec3b91dfac9a2248e12cb1'},391,Argentina,Wheat,1990,18947,591,26156.0,17.46
{'$oid': '65ec3b91dfac9a2248e12cb2'},392,Argentina,Wheat,1990,18947,591,26156.0,17.67
{'$oid': '65ec3b91dfac9a2248e12cb3'},393,Argentina,Cassava,1991,100000,591,26156.0,17.64
{'$oid': '65ec3b91dfac9a2248e12cb4'},394,Argentina,Cassava,1991,100000,591,26156.0,17.86
{'$oid': '65ec3b91dfac9a2248e12cb5'},395,Argentina,Maize,1991,40444,591,26156.0,17.64
{'$oid': '65ec3b91dfac9a2248e12cb6'},396,Argentina,Maize,1991,40444,591,26156.0,17.86
{'$oid': '65ec3b91dfac9a2248e12cb7'},397,Argentina,Potatoes,1991,205692,591,26156.0,17.64
{'$oid': '65ec3b91dfac9a2248e12cb8'},398,Argentina,Potatoes,1991,205692,591,26156.0,17.86
{'$oid': '65ec3b91dfac9a2248e12cb9'},399,Argentina,"Rice, paddy",1991,40294,591,26156.0,17.64
{'$oid': '65ec3b91dfac9a2248e12cba'},400,Argentina,"Rice, paddy",1991,40294,591,26156.0,17.86
{'$oid': '65ec3b91dfac9a2248e12cbb'},401,Argentina,Sorghum,1991,33320,591,26156.0,17.64
{'$oid': '65ec3b91dfac9a2248e12cbc'},402,Argentina,Sorghum,1991,33320,591,26156.0,17.86
{'$oid': '65ec3b91dfac9a2248e12cbd'},403,Argentina,Soybeans,1991,22750,591,26156.0,17.64
{'$oid': '65ec3b91dfac9a2248e12cbe'},404,Argentina,Soybeans,1991,22750,591,26156.0,17.86
{'$oid': '65ec3b91dfac9a2248e12cbf'},405,Argentina,Sweet potatoes,1991,131364,591,26156.0,17.64
{'$oid': '65ec3b91dfac9a2248e12cc0'},406,Argentina,Sweet potatoes,1991,131364,591,26156.0,17.86
{'$oid': '65ec3b91dfac9a2248e12cc1'},407,Argentina,Wheat,1991,18972,591,26156.0,17.64
{'$oid': '65ec3b91dfac9a2248e12cc2'},408,Argentina,Wheat,1991,18972,591,26156.0,17.86
{'$oid': '65ec3b91dfac9a2248e12cc3'},409,Argentina,Cassava,1992,100000,591,26156.0,17.09
{'$oid': '65ec3b91dfac9a2248e12cc4'},410,Argentina,Cassava,1992,100000,591,26156.0,17.51
{'$oid': '65ec3b91dfac9a2248e12cc5'},411,Argentina,Maize,1992,45237,591,26156.0,17.09
{'$oid': '65ec3b91dfac9a2248e12cc6'},412,Argentina,Maize,1992,45237,591,26156.0,17.51
{'$oid': '65ec3b91dfac9a2248e12cc7'},413,Argentina,Potatoes,1992,199039,591,26156.0,17.09
{'$oid': '65ec3b91dfac9a2248e12cc8'},414,Argentina,Potatoes,1992,199039,591,26156.0,17.51
{'$oid': '65ec3b91dfac9a2248e12cc9'},415,Argentina,"Rice, paddy",1992,52075,591,26156.0,17.09
{'$oid': '65ec3b91dfac9a2248e12cca'},416,Argentina,"Rice, paddy",1992,52075,591,26156.0,17.51
{'$oid': '65ec3b91dfac9a2248e12ccb'},417,Argentina,Sorghum,1992,36217,591,26156.0,17.09
{'$oid': '65ec3b91dfac9a2248e12ccc'},418,Argentina,Sorghum,1992,36217,591,26156.0,17.51
{'$oid': '65ec3b91dfac9a2248e12ccd'},419,Argentina,Soybeans,1992,22915,591,26156.0,17.09
{'$oid': '65ec3b91dfac9a2248e12cce'},420,Argentina,Soybeans,1992,22915,591,26156.0,17.51
{'$oid': '65ec3b91dfac9a2248e12ccf'},421,Argentina,Sweet potatoes,1992,127273,591,26156.0,17.09
{'$oid': '65ec3b91dfac9a2248e12cd0'},422,Argentina,Sweet potatoes,1992,127273,591,26156.0,17.51
{'$oid': '65ec3b91dfac9a2248e12cd1'},423,Argentina,Wheat,1992,21809,591,26156.0,17.09
{'$oid': '65ec3b91dfac9a2248e12cd2'},424,Argentina,Wheat,1992,21809,591,26156.0,17.51
{'$oid': '65ec3b91dfac9a2248e12cd3'},425,Argentina,Cassava,1993,100000,591,26156.0,17.32
{'$oid': '65ec3b91dfac9a2248e12cd4'},426,Argentina,Cassava,1993,100000,591,26156.0,17.53
{'$oid': '65ec3b91dfac9a2248e12cd5'},427,Argentina,Maize,1993,43552,591,26156.0,17.32
{'$oid': '65ec3b91dfac9a2248e12cd6'},428,Argentina,Maize,1993,43552,591,26156.0,17.53
{'$oid': '65ec3b91dfac9a2248e12cd7'},429,Argentina,Potatoes,1993,210314,591,26156.0,17.32
{'$oid': '65ec3b91dfac9a2248e12cd8'},430,Argentina,Potatoes,1993,210314,591,26156.0,17.53
{'$oid': '65ec3b91dfac9a2248e12cd9'},431,Argentina,"Rice, paddy",1993,43559,591,26156.0,17.32
{'$oid': '65ec3b91dfac9a2248e12cda'},432,Argentina,"Rice, paddy",1993,43559,591,26156.0,17.53
{'$oid': '65ec3b91dfac9a2248e12cdb'},433,Argentina,Sorghum,1993,39529,591,26156.0,17.32
{'$oid': '65ec3b91dfac9a2248e12cdc'},434,Argentina,Sorghum,1993,39529,591,26156.0,17.53
{'$oid': '65ec3b91dfac9a2248e12cdd'},435,Argentina,Soybeans,1993,21589,591,26156.0,17.32
{'$oid': '65ec3b91dfac9a2248e12cde'},436,Argentina,Soybeans,1993,21589,591,26156.0,17.53
{'$oid': '65ec3b91dfac9a2248e12cdf'},437,Argentina,Sweet potatoes,1993,122955,591,26156.0,17.32
{'$oid': '65ec3b91dfac9a2248e12ce0'},438,Argentina,Sweet potatoes,1993,122955,591,26156.0,17.53
{'$oid': '65ec3b91dfac9a2248e12ce1'},439,Argentina,Wheat,1993,23272,591,26156.0,17.32
{'$oid': '65ec3b91dfac9a2248e12ce2'},440,Argentina,Wheat,1993,23272,591,26156.0,17.53
{'$oid': '65ec3b91dfac9a2248e12ce3'},441,Argentina,Cassava,1994,100000,591,30195.0,18.17
{'$oid': '65ec3b91dfac9a2248e12ce4'},442,Argentina,Cassava,1994,100000,591,30195.0,18.31
{'$oid': '65ec3b91dfac9a2248e12ce5'},443,Argentina,Maize,1994,42371,591,30195.0,18.17
{'$oid': '65ec3b91dfac9a2248e12ce6'},444,Argentina,Maize,1994,42371,591,30195.0,18.31
{'$oid': '65ec3b91dfac9a2248e12ce7'},445,Argentina,Potatoes,1994,230166,591,30195.0,18.17
{'$oid': '65ec3b91dfac9a2248e12ce8'},446,Argentina,Potatoes,1994,230166,591,30195.0,18.31
{'$oid': '65ec3b91dfac9a2248e12ce9'},447,Argentina,"Rice, paddy",1994,42989,591,30195.0,18.17
{'$oid': '65ec3b91dfac9a2248e12cea'},448,Argentina,"Rice, paddy",1994,42989,591,30195.0,18.31
{'$oid': '65ec3b91dfac9a2248e12ceb'},449,Argentina,Sorghum,1994,35065,591,30195.0,18.17
{'$oid': '65ec3b91dfac9a2248e12cec'},450,Argentina,Sorghum,1994,35065,591,30195.0,18.31
{'$oid': '65ec3b91dfac9a2248e12ced'},451,Argentina,Soybeans,1994,20386,591,30195.0,18.17
{'$oid': '65ec3b91dfac9a2248e12cee'},452,Argentina,Soybeans,1994,20386,591,30195.0,18.31
{'$oid': '65ec3b91dfac9a2248e12cef'},453,Argentina,Sweet potatoes,1994,176667,591,30195.0,18.17
{'$oid': '65ec3b91dfac9a2248e12cf0'},454,Argentina,Sweet potatoes,1994,176667,591,30195.0,18.31
{'$oid': '65ec3b91dfac9a2248e12cf1'},455,Argentina,Wheat,1994,20237,591,30195.0,18.17
{'$oid': '65ec3b91dfac9a2248e12cf2'},456,Argentina,Wheat,1994,20237,591,30195.0,18.31
{'$oid': '65ec3b91dfac9a2248e12cf3'},457,Argentina,Cassava,1995,100000,591,37842.0,17.74
{'$oid': '65ec3b91dfac9a2248e12cf4'},458,Argentina,Cassava,1995,100000,591,37842.0,17.62
{'$oid': '65ec3b91dfac9a2248e12cf5'},459,Argentina,Maize,1995,45223,591,37842.0,17.74
{'$oid': '65ec3b91dfac9a2248e12cf6'},460,Argentina,Maize,1995,45223,591,37842.0,17.62
{'$oid': '65ec3b91dfac9a2248e12cf7'},461,Argentina,Potatoes,1995,274272,591,37842.0,17.74
{'$oid': '65ec3b91dfac9a2248e12cf8'},462,Argentina,Potatoes,1995,274272,591,37842.0,17.62
{'$oid': '65ec3b91dfac9a2248e12cf9'},463,Argentina,"Rice, paddy",1995,50306,591,37842.0,17.74
{'$oid': '65ec3b91dfac9a2248e12cfa'},464,Argentina,"Rice, paddy",1995,50306,591,37842.0,17.62
{'$oid': '65ec3b91dfac9a2248e12cfb'},465,Argentina,Sorghum,1995,34588,591,37842.0,17.74
{'$oid': '65ec3b91dfac9a2248e12cfc'},466,Argentina,Sorghum,1995,34588,591,37842.0,17.62
{'$oid': '65ec3b91dfac9a2248e12cfd'},467,Argentina,Soybeans,1995,20446,591,37842.0,17.74
{'$oid': '65ec3b91dfac9a2248e12cfe'},468,Argentina,Soybeans,1995,20446,591,37842.0,17.62
{'$oid': '65ec3b91dfac9a2248e12cff'},469,Argentina,Sweet potatoes,1995,168000,591,37842.0,17.74
{'$oid': '65ec3b91dfac9a2248e12d00'},470,Argentina,Sweet potatoes,1995,168000,591,37842.0,17.62
{'$oid': '65ec3b91dfac9a2248e12d01'},471,Argentina,Wheat,1995,21675,591,37842.0,17.74
{'$oid': '65ec3b91dfac9a2248e12d02'},472,Argentina,Wheat,1995,21675,591,37842.0,17.62
{'$oid': '65ec3b91dfac9a2248e12d03'},473,Argentina,Cassava,1996,100000,591,54595.0,17.64
{'$oid': '65ec3b91dfac9a2248e12d04'},474,Argentina,Cassava,1996,100000,591,54595.0,17.97
{'$oid': '65ec3b91dfac9a2248e12d05'},475,Argentina,Maize,1996,40397,591,54595.0,17.64
{'$oid': '65ec3b91dfac9a2248e12d06'},476,Argentina,Maize,1996,40397,591,54595.0,17.97
{'$oid': '65ec3b91dfac9a2248e12d07'},477,Argentina,Potatoes,1996,228877,591,54595.0,17.64
{'$oid': '65ec3b91dfac9a2248e12d08'},478,Argentina,Potatoes,1996,228877,591,54595.0,17.97
{'$oid': '65ec3b91dfac9a2248e12d09'},479,Argentina,"Rice, paddy",1996,51031,591,54595.0,17.64
{'$oid': '65ec3b91dfac9a2248e12d0a'},480,Argentina,"Rice, paddy",1996,51031,591,54595.0,17.97
{'$oid': '65ec3b91dfac9a2248e12d0b'},481,Argentina,Sorghum,1996,38763,591,54595.0,17.64
{'$oid': '65ec3b91dfac9a2248e12d0c'},482,Argentina,Sorghum,1996,38763,591,54595.0,17.97
{'$oid': '65ec3b91dfac9a2248e12d0d'},483,Argentina,Soybeans,1996,21051,591,54595.0,17.64
{'$oid': '65ec3b91dfac9a2248e12d0e'},484,Argentina,Soybeans,1996,21051,591,54595.0,17.97
{'$oid': '65ec3b91dfac9a2248e12d0f'},485,Argentina,Sweet potatoes,1996,170000,591,54595.0,17.64
{'$oid': '65ec3b91dfac9a2248e12d10'},486,Argentina,Sweet potatoes,1996,170000,591,54595.0,17.97
{'$oid': '65ec3b91dfac9a2248e12d11'},487,Argentina,Wheat,1996,19344,591,54595.0,17.64
{'$oid': '65ec3b91dfac9a2248e12d12'},488,Argentina,Wheat,1996,19344,591,54595.0,17.97
{'$oid': '65ec3b91dfac9a2248e12d13'},489,Argentina,Cassava,1997,100000,591,77691.0,18.29
{'$oid': '65ec3b91dfac9a2248e12d14'},490,Argentina,Cassava,1997,100000,591,77691.0,18.54
{'$oid': '65ec3b91dfac9a2248e12d15'},491,Argentina,Maize,1997,45557,591,77691.0,18.29
{'$oid': '65ec3b91dfac9a2248e12d16'},492,Argentina,Maize,1997,45557,591,77691.0,18.54
{'$oid': '65ec3b91dfac9a2248e12d17'},493,Argentina,Potatoes,1997,268502,591,77691.0,18.29
{'$oid': '65ec3b91dfac9a2248e12d18'},494,Argentina,Potatoes,1997,268502,591,77691.0,18.54
{'$oid': '65ec3b91dfac9a2248e12d19'},495,Argentina,"Rice, paddy",1997,53703,591,77691.0,18.29
